U27,Ruling Cabinet - Start,Name,Start Year,End Year,Retirement Year,Ideology,Personality,Loyalty,Picturename,X
790965,Chief of Staff,Rafael Franco Rafél,1940,1964,1999,6,School of Fire Support,Medium,M43033,x
790966,Chief of Staff,Tomas Monje Gutierrez,1947,1964,1999,6,School of Mass Combat,Very High,M43039,x
790967,Chief of Staff,Enrique Penaranda Castillo,1940,1964,1999,7,School of Mass Combat,Medium,M43045,x
790968,Chief of Staff,Carlos Blanco Galindo,1942,1964,1999,7,School of Psychology,Medium,M43134,x
790969,Chief of Staff,Carlos Altamirano,1936,1964,1999,8,School of Fire Support,High,M43006,x
790970,Chief of Staff,José Pastor Baldiviseo,1936,1964,1999,2,School of Mass Combat,Medium,M43167,x
790971,Chief of Staff,Gustavo Chacón Morales,1936,1964,1999,2,School of Defence,Medium,M43090,x
790972,Chief of Staff,Roberto Hinojosa,1936,1964,1999,1,School of Psychology,High,M43024,x
790973,Chief of Staff,Gunnar Mendoza Loza,1936,1964,1999,0,School of Mass Combat,Medium,M43146,x
790974,Chief of Army,David Toro Ruilova,1936,1964,1999,3,Decisive Battle Doctrine,High,M43048,x
790975,Chief of Army,Mamerto Urriolagitea Harriaque,1937,1964,1999,3,Guns and Butter Doctrine,Medium,M43129,x
790976,Chief of Army,Rodolfo Montalvo Ruiz,1937,1964,1999,4,Elastic Defence Doctrine,Medium,M43182,x
790977,Chief of Army,Carlos Blanco Galindo,1944,1964,1999,6,Decisive Battle Doctrine,Medium,M43134,x
790978,Chief of Army,Enrique Penaranda Castillo,1939,1964,1999,7,Static Defence Doctrine,Medium,M43045,x
790979,Chief of Army,Gualberto Villarroel Lopez,1943,1964,1999,7,Elastic Defence Doctrine,Low,M43188,x
790980,Chief of Army,Mariano Baptista,1936,1964,1999,8,Armoured Spearhead Doctrine,Medium,M43018,x
790981,Chief of Army,Gualberto Villarroel Lopez,1936,1964,1999,2,Static Defence Doctrine,Low,M43188,x
790982,Chief of Army,Tomas Monje Gutierrez,1936,1964,1999,2,Armoured Spearhead Doctrine,Very High,M43039,x
790983,Chief of Army,Enrique Baldivieso Aparicio,1946,1964,1999,2,Guns and Butter Doctrine,Medium,M43067,x
790984,Chief of Army,Roberto Hinojosa,1936,1964,1999,1,Guns and Butter Doctrine,High,M43024,x
790985,Chief of Navy,Eusebio Ayala,1936,1964,1999,4,Decisive Naval Battle Doctrine,Medium,M43040,x
790986,Chief of Navy,Felix A. Arromayo,1946,1964,1999,4,Indirect Approach Doctrine,Medium,M43127,x
790987,Chief of Navy,Alberto Ostria Gutierrez,1936,1964,1999,6,Power Projection Doctrine,Medium,M43075,x
790988,Chief of Navy,Aniceto Solares,1942,1964,1999,6,Open Seas Doctrine,Medium,M43092,x
790989,Chief of Navy,Guillermo Arancha Basutto,1947,1964,1999,6,Indirect Approach Doctrine,Medium,M43200,x
790990,Chief of Navy,Luis Arandos Villa,1940,1964,1999,7,Power Projection Doctrine,Medium,M43019,x
790991,Chief of Navy,Juan Mechin,1936,1964,1999,8,Base Control Doctrine,Low,M43013,x
790992,Chief of Navy,Julian Montellano Carrasco,1936,1964,1999,2,Base Control Doctrine,Medium,M43056,x
790993,Chief of Navy,Alberto Diez de Medina,1946,1964,1999,2,Open Seas Doctrine,Medium,M43086,x
790994,Chief of Navy,Daniel Sanchez Bustamante,1936,1964,1999,1,Base Control Doctrine,High,M43023,x
790995,Chief of Navy,Roberto Hinojosa,1936,1964,1999,1,Open Seas Doctrine,High,M43024,x
790996,Chief of Air Force,David Toro Ruilova,1936,1964,1999,3,Air Superiority Doctrine,Medium,M43048,x
790997,Chief of Air Force,Walter Guevera,1937,1964,1999,3,Naval Aviation Doctrine,High,M43096,x
790998,Chief of Air Force,José Maria Gutierrez,1936,1964,1999,4,Army Aviation Doctrine,High,M43003,x
790999,Chief of Air Force,Francesco Pierini,1943,1964,1999,4,Naval Aviation Doctrine,Medium,M43071,x
791000,Chief of Air Force,Julian Montellano Carrasco,1946,1964,1999,4,Air Superiority Doctrine,Medium,M43056,x
791001,Chief of Air Force,José Santos Quinteros,1936,1964,1999,6,Army Aviation Doctrine,High,M43005,x
791002,Chief of Air Force,Mario Torres,1944,1964,1999,6,Vertical Envelopment Doctrine,High,M43014,x
791003,Chief of Air Force,Alberto Ostria Gutierrez,1947,1964,1999,6,Air Superiority Doctrine,Medium,M43075,x
791004,Chief of Air Force,Jorge Jordan,1940,1964,1999,7,Carpet Bombing Doctrine,Low,M43020,x
791005,Chief of Air Force,Fabian Vaca Chavez,1936,1964,1999,8,Naval Aviation Doctrine,Medium,M43082,x
791006,Chief of Air Force,Enrique Baldivieso Aparicio,1936,1964,1999,2,Army Aviation Doctrine,Medium,M43067,x
791007,Chief of Air Force,Hector Bilbao Roja,1936,1964,1999,2,Army Aviation Doctrine,Medium,M43010,x
791008,Chief of Air Force,Alberto Saralegui Sanchéz,1936,1964,1999,1,Vertical Envelopment Doctrine,Medium,M43030,x
791009,Head of State,Edwin Möller,1944,1964,1999,7,Popular Figurehead,High,M43015,x
791010,Chief of Army,Tomas Monje Gutierrez,1944,1964,1999,7,Armoured Spearhead Doctrine,Very High,M43039,x
791011,Head of State,Enrique Hertzog Garaizabal,1947,1964,1999,6,Barking Buffoon,High,M43053,x
791012,Head of State,Mamerto Urriolagitea Harriaque,1949,1964,1999,5,Autocratic Charmer,High,M43129,x
791013,Head of State,Hugo Ballivián Rojas,1951,1964,1999,4,Resigned Generalissimo,High,M43077,x
791014,Head of Government,Hernan Silas Zuazo,1952,1964,1999,3,Ambitious Union Boss,High,M43225,x
791015,Foreign Minister,Nuflo Chavez Ortíz,1952,1964,1999,3,Iron Fisted Brute,Medium,M42226,x
791016,Head of Government,Hugo Ballivián Rojas,1951,1964,1999,4,Old General,Very High,M43077,x
791017,Head of State,Alfonso Gumucio Reyes,1936,1964,1999,2,Popular Figurehead,High,Kaiserreich Alfonso Gumucio Reyes,x
791018,Head of State,Hernán Siles Zuazo,1936,1964,1999,4,Benevolent Gentleman,High,Kaiserreich Hernán Siles Zuazo,x
791019,Head of Government,Victor Paz Estenssoro,1936,1964,1999,4,Ambitious Union Boss,High,Kaiserreich Victor Paz,x
791020,Head of State,Daniel Salamanca Urey,1936,1964,1999,4,Benevolent Gentleman,High,Kaiserreich Daniel Salamanca Urey,x
